date;knn_class_literal;knn_result;knn_score;title;url
01/17/2024; ;-1;1.69;La Junta de Castilla y León debatirá este jueves en profundidad si se mantienen o no las mascarillas obligatorias;https://www.eldiario.es/castilla-y-leon/politica/gobierno-castilla-leon-debatira-jueves-profundidad-si-mantienen-no-mascarillas-obligatorias_1_10845320.html
01/17/2024; ;-1;2.48;La tasa de infecciones respiratorias suma dos semanas a la baja en Castilla y León;https://www.eldiario.es/castilla-y-leon/sociedad/tasa-infecciones-respiratorias-suma-semanas-baja-castilla-leon_1_10843591.html
01/18/2024;environment;8;0.71;17 tramos de ríos de la Cuenca del Duero en Castilla y León están en aviso por crecidas;https://www.eldiario.es/sociedad/17-tramos-rios-cuenca-duero-castilla-leon-aviso-crecidas_1_10847038.html
01/18/2024;feminism;4;0.90;Pablo Fernández vuelve a intentar dar el salto fuera de Castilla y León y va de número 3 de Montero para las europeas;https://www.eldiario.es/castilla-y-leon/politica/pablo-fernandez-vuelve-dar-salto-fuera-castilla-leon-numero-3-montero-europeas_1_10846896.html
01/18/2024; ;-1;1.05;"UGT alerta de que el Serla de Castilla y León no puede mediar en los conflictos individuales por ""quiebra financiera y técnica""";https://www.eldiario.es/castilla-y-leon/politica/ugt-alerta-serla-castilla-leon-no-mediar-conflictos-individuales-quiebra-financiera-tecnica_1_10847141.html
01/18/2024; ;-1;1.85;Castilla y León retira la obligatoriedad pero no la recomendación de uso de mascarillas en centros sanitarios;https://www.eldiario.es/castilla-y-leon/politica/castilla-leon-retira-obligatoriedad-no-recomendacion-mascarillas-centros-sanitarios_1_10847699.html
01/18/2024; ;-1;2.64;La Junta de Castilla y León reafirma su recorte al Serla con una nueva aportación de 400.000 euros para 2024;https://www.eldiario.es/castilla-y-leon/politica/junta-castilla-leon-reafirma-recorte-serla-nueva-aportacion-400-000-euros-2024_1_10849542.html
01/18/2024; ;-1;2.77;La Junta de Castilla y León reconoce que la concesionaria de la estación de autobuses de Valladolid no le pagó entre 2015 y 2018;https://www.eldiario.es/castilla-y-leon/provincias/valladolid/junta-castilla-leon-reconoce-concesionaria-estacion-autobuses-valladolid-no-le-pago_1_10848927.html
01/18/2024; ;-1;3.09;Tratar la depresión;https://elpais.com/opinion/2024-01-18/tratar-la-depresion.html
01/18/2024; ;-1;5.23;El césped multifinanciado donde reverdeció Unionistas de Salamanca;https://elpais.com/deportes/futbol/2024-01-18/el-cesped-multifinanciado-donde-reverdecio-unionistas-de-salamanca.html
01/19/2024;environment;8;0.89;La caza provocó más de un centenar de incendios en Castilla y León en una década;https://www.eldiario.es/castilla-y-leon/sociedad/caza-provoco-centenar-incendios-castilla-leon-decada_1_10833103.html
01/19/2024;feminism;4;1.05;Suspensos y quejas por la demasiado rigurosa inteligencia artificial de la Universidad Católica de Ávila  ;https://elpais.com/espana/elecciones-castilla-y-leon/2024-01-19/suspensos-y-quejas-por-la-demasiado-rigurosa-inteligencia-artificial-de-la-universidad-catolica-de-avila.html
01/19/2024; ;-1;1.51;La Junta de Castilla y León destituye al gerente del Complejo Asistencial de Salamanca;https://www.eldiario.es/castilla-y-leon/politica/junta-castilla-leon-destituye-gerente-complejo-asistencial-salamanca_1_10851127.html
01/19/2024; ;-1;1.93;Vuelven Las Edades: 'Hospitalitas', de junio a noviembre en Villafranca y Santiago;https://www.eldiario.es/cultura/vuelven-edades-hospitalitas-junio-noviembre-villafranca-santiago_1_10851435.html
01/19/2024; ;-1;4.12;La borrasca ‘Juan’ deja lluvias y nevadas hoy y, después, frío;https://elpais.com/espana/2024-01-19/la-borrasca-juan-dejara-lluvias-y-nevadas-hoy-y-despues-frio.html
01/20/2024; ;-1;2.70;Castilla y León desactiva todas las alertas de emergencia y preemergencia por la nieve;https://www.eldiario.es/agencias/castilla-leon-desactiva-alertas-emergencia-preemergencia-nieve_1_10853090.html
01/21/2024;migrants;2;0.81;El panadero refugiado en Valladolid que responde a sus vecinos reacios a un centro para inmigrantes: “La gente no ha pasado hambre”;https://elpais.com/espana/2024-01-21/el-panadero-refugiado-en-valladolid-que-responde-a-sus-vecinos-reacios-a-un-centro-para-inmigrantes-la-gente-no-ha-pasado-hambre.html
01/21/2024; ;-1;5.06;Los ríos de Castilla y León anegan pueblos, cortan carreteras y desalojan vecinos;https://www.eldiario.es/politica/rios-castilla-leon-anegan-pueblos-cortan-carreteras-desalojan-vecinos_1_10854511.html
01/22/2024;environment;8;1.01;Graves daños por desbordamientos en pueblos de Ávila mientras los ríos bajan de nivel en otras zonas Castilla y León;https://www.eldiario.es/castilla-y-leon/sociedad/doce-pueblos-norte-avila-graves-danos-arroyos-rios-desbordados_1_10856051.html
01/22/2024; ;-1;1.37;Los 10 años de la revolución popular de Gamonal: “Burgos demostró que es un pueblo con redaños”;https://elpais.com/espana/2024-01-22/los-10-anos-de-la-revolucion-popular-de-gamonal-burgos-demostro-que-es-un-pueblo-con-redanos.html
01/23/2024; ;-1;1.37;El PSOE presenta cien enmiendas a la Ley de Atención Residencial de la Junta de Castilla y León;https://www.eldiario.es/castilla-y-leon/politica/psoe-presenta-cien-enmiendas-ley-atencion-residencial-junta-castilla-leon_1_10859044.html
01/23/2024; ;-1;3.52;Delegado en CyL asegura que se reforzarán los canales de avisos de la CHD;https://www.eldiario.es/politica/delegado-cyl-asegura-reforzaran-canales-avisos-chd_1_10859168.html
01/24/2024;feminism;4;0.79;"La consejera de Familia de Castilla y León lamenta que haya dos tipos de terrorismos, uno para estar ""en Moncloa""";https://www.eldiario.es/castilla-y-leon/politica/consejera-familia-castilla-leon-lamenta-haya-tipos-terrorismos-moncloa_1_10863168.html
01/24/2024;politics;3;0.91;Feijóo se compromete a impulsar una EBAU común para el curso 2025 en las 11 CCAA gobernadas por el PP;https://www.eldiario.es/politica/feijoo-compromete-impulsar-ebau-comun-curso-2025-11-ccaa-gobernadas-pp_1_10863239.html
01/24/2024;politics;3;0.92;"Tudanca ve en la política fiscal de Madrid ""el agujero negro del desarrollo de Castilla y León""";https://www.eldiario.es/castilla-y-leon/politica/tudanca-ve-politica-fiscal-madrid-agujero-negro-desarrollo-castilla-leon_1_10863316.html
01/24/2024; ;-1;1.02;La Rioja, País Vasco y Castilla y León, las más ágiles en dar ayudas al autoconsumo- Extremadura, Murcia y Asturias, las menos;https://elpais.com/economia/2024-01-24/la-rioja-pais-vasco-y-castilla-y-leon-las-mas-agiles-en-dar-ayudas-al-autoconsumo-extremadura-murcia-y-asturias-las-menos.html
01/24/2024; ;-1;1.10;Feijóo anuncia que el PP impulsará una EBAU común en las comunidades donde gobierna;https://www.eldiario.es/politica/feijoo-anuncia-pp-impulsara-ebau-comun-comunidades-gobierna_1_10863358.html
01/24/2024; ;-1;1.21;El PP cede ante Vox y suprime las referencias a la Agenda 2030 de la Educación Ambiental de Castilla y León;https://www.eldiario.es/castilla-y-leon/politica/pp-cede-vox-suprime-referencias-agenda-2030-educacion-ambiental-castilla-leon_1_10861928.html
01/24/2024; ;-1;1.27;Feijóo anuncia que las CCAA gobernadas por el PP impulsarán una EBAU común para el curso 2025;https://www.eldiario.es/politica/feijoo-anuncia-ccaa-gobernadas-pp-impulsaran-ebau-comun-curso-2025_1_10862862.html
01/25/2024;culture;1;0.85;Castilla y León ofrece en Fitur su potencial como líder en turismo enogastronómico;https://www.eldiario.es/castilla-y-leon/politica/castilla-leon-ofrece-fitur-potencial-lider-turismo-enogastronomico_1_10868190.html
01/25/2024;feminism;4;0.94;El TSJ de Castilla y León confirma los dos años y tres meses de cárcel a la exconcejala de un pueblo de Valladolid por estafa;https://www.eldiario.es/castilla-y-leon/tribunales/tsj-castilla-leon-confirma-anos-tres-meses-carcel-exconcejala-pueblo-valladolid-estafa_1_10866869.html
01/25/2024;politics;3;1.05;"Tudanca critica los ""errores"" de la Consejería de Turismo que han convertido a Castilla y León en el ""hazmerreír"" de toda España";https://www.eldiario.es/castilla-y-leon/politica/tudanca-critica-errores-consejeria-turismo-han-convertido-castilla-leon-hazmerreir-espana_1_10866293.html
01/25/2024; ;-1;1.14;PSOE cree que CyL no está infrafinanciada y PP acusa al PSOE de dejar de defender los intereses de la CCAA;https://www.eldiario.es/politica/psoe-cree-cyl-no-infrafinanciada-pp-acusa-psoe-defender-intereses-ccaa_1_10866782.html
01/25/2024; ;-1;1.16;"PSCyL suscribe ""de la primera a la última"" las palabras de Puente sobre Page y añade que el manchego rectificó";https://www.eldiario.es/politica/pscyl-suscribe-primera-ultima-palabras-puente-page-anade-manchego-rectifico_1_10865908.html
01/25/2024;feminism;4;1.19;El portavoz de la Junta de Castilla y León niega motivos políticos para suprimir la Agenda 2030 de la Educación Ambiental;https://www.eldiario.es/castilla-y-leon/politica/portavoz-junta-castilla-leon-niega-motivos-politicos-suprimir-agenda-2030-educacion-ambiental_1_10866197.html
01/25/2024; ;-1;1.20;"Castilla y León defiende que la Ebau común con otras autonomías del PP ""unirá a la nación""";https://www.eldiario.es/castilla-y-leon/politica/castilla-leon-defiende-ebau-comun-autonomias-pp-unira-nacion_1_10866193.html
01/25/2024; ;-1;1.23;Castilla y León pide la declaración de zona catastrófica para cinco provincias por las inundaciones;https://www.eldiario.es/sociedad/castilla-leon-pide-declaracion-zona-catastrofica-cinco-provincias-inundaciones_1_10866316.html
01/25/2024; ;-1;1.24;Castilla y León solicita al Gobierno que declare zona afectada gravemente cinco provincias por la borrasca 'Juan';https://www.eldiario.es/castilla-y-leon/sociedad/castilla-leon-solicita-gobierno-declare-zona-afectada-gravemente-cinco-provincias-borrasca-juan_1_10867452.html
01/25/2024; ;-1;1.37;Mañueco reivindica Castilla y León como destino líder en turismo enogastronómico en un acto en Madrid;https://www.eldiario.es/politica/manueco-reivindica-castilla-leon-destino-lider-turismo-enogastronomico-acto-madrid_1_10868101.html
01/25/2024; ;-1;1.69;"Castilla y León confía en que los ""errores"" de la CHD ante las crecidas sirvan para mejorar procedimientos";https://www.eldiario.es/politica/castilla-leon-confia-errores-chd-crecidas-sirvan-mejorar-procedimientos_1_10867010.html
01/25/2024; ;-1;4.03;Castilla y León eleva de doce a quince las pruebas del talón para recién nacidos en 2024;https://www.eldiario.es/castilla-y-leon/sociedad/castilla-leon-eleva-doce-quince-pruebas-talon-recien-nacidos-2024_1_10867562.html
01/26/2024;poor;6;0.87;Castilla y León cerró 2023 con 4.400 ocupados menos, hasta 1.009.900, y 7.700 parados más con 106.000;https://www.eldiario.es/castilla-y-leon/economia/castilla-leon-cerro-2023-4-400-ocupados-1-009-900-7-700-parados-106-000_1_10868614.html
01/26/2024;politics;3;0.91;"Tudanca califica a Mañueco como ""el mayor especulador inmobiliario de Castilla y León"" tras la nueva regulación de los precios de VPO";https://www.eldiario.es/castilla-y-leon/politica/tudanca-califica-manueco-mayor-especulador-inmobiliario-castilla-leon-nueva-regulacion-precios-vpo_1_10869284.html
01/26/2024;culture;1;1.01;Mañueco cifra en 2.600 millones el gasto turístico en Castilla y León durante 2023;https://www.eldiario.es/politica/manueco-cifra-2-600-millones-gasto-turistico-castilla-leon-durante-2023_1_10869352.html
01/26/2024;culture;1;1.53;Fitur 2024: un mapa de experiencias llamado España;https://elpais.com/elviajero/2024-01-26/fitur-2024-un-mapa-de-experiencias-llamado-espana.html
01/26/2024; ;-1;1.88;La Justicia anula las oposiciones de Policía Local en 36 ayuntamientos de Castilla y León;https://www.eldiario.es/castilla-y-leon/tribunales/justicia-anula-oposiciones-policia-local-36-ayuntamientos-castilla-leon_1_10870121.html
01/27/2024; ;-1;1.99;Seis comunidades del PP piden que se les compense por la rebaja fiscal a la energía;https://elpais.com/economia/2024-01-27/seis-comunidades-del-pp-piden-que-se-les-compense-por-la-rebaja-fiscal-a-la-energia.html
01/28/2024;politics;3;0.99;"Mañueco califica de ""repugnantes"" las ""cesiones"" de Sánchez a sus socios ""radicales"" que ""rompen la igualdad""";https://www.eldiario.es/politica/manueco-califica-repugnantes-cesiones-sanchez-socios-radicales-rompen-igualdad_1_10873754.html
01/29/2024;feminism;4;1.06;"Barones del PP dicen que el término 'fachosfera' es ""propio"" de la ""discriminación ideológica"" y ""sectarismo"" de Sánchez";https://www.eldiario.es/politica/barones-pp-dicen-termino-fachosfera-propio-discriminacion-ideologica-sectarismo-sanchez_1_10875223.html
01/29/2024; ;-1;1.24;Comisión de Ética determina que ni García-Gallardo ni Veganzones han vulnerado el código ético, tras la consulta de Igea;https://www.eldiario.es/politica/comision-etica-determina-garcia-gallardo-veganzones-han-vulnerado-codigo-etico-consulta-igea_1_10876013.html
01/30/2024;poor;6;0.67;CCOO denuncia que la compañía eléctrica está a punto de cortar la luz al Servicio de Relaciones Laborales de Castilla y León;https://www.eldiario.es/castilla-y-leon/sociedad/ccoo-denuncia-compania-electrica-punto-cortar-luz-servicio-relaciones-laborales-castilla-leon_1_10878570.html
01/30/2024;environment;8;0.71;Chacino, los embutidos sin carne que siguen la producción tradicional ;https://elpais.com/gastronomia/2024-01-30/chacino-los-embutidos-sin-carne-que-siguen-la-produccion-tradicional.html
01/30/2024;politics;3;0.98;"Pablo Fernández asegura que Castilla y León estará ""en el centro"" de todos sus cargos en Podemos";https://www.eldiario.es/castilla-y-leon/politica/pablo-fernandez-asegura-castilla-leon-estara-centro-cargos_1_10878529.html
01/30/2024; ;-1;1.24;Igea presenta una proposición de ley para modificar el Estatuto de los altos cargos de Castilla y León;https://www.eldiario.es/castilla-y-leon/politica/igea-presenta-proposicion-ley-modificar-estatuto-altos-cargos-castilla-leon_1_10878777.html
01/30/2024;culture;1;1.30;El Gobierno permite endeudarse a diez CCAA a lo largo de todo este año por un importe de hasta 14.150 millones de euros;https://www.eldiario.es/politica/gobierno-permite-endeudarse-diez-ccaa-ano-importe-14-150-millones-euros_1_10879599.html
01/30/2024; ;-1;1.30;Detenidos los padres de dos niños que deambulaban solos por Soria y dieron positivo en cocaína;https://elpais.com/sociedad/2024-01-30/detenidos-los-padres-de-dos-ninos-que-deambulaban-solos-por-soria-y-dieron-positivo-en-cocaina.html
01/30/2024; ;-1;1.55;La Junta de Castilla y León niega el uso de un conservatorio para un concierto solidario por Gaza por su “connotación política”;https://elpais.com/espana/2024-01-30/la-junta-de-castilla-y-leon-prohibe-un-concierto-solidario-por-gaza-por-su-connotacion-politica.html
01/30/2024; ;-1;1.96;"El Gobierno de PP y Vox en Castilla y León prohíbe un concierto por la paz en Gaza por su ""connotación política""";https://www.eldiario.es/castilla-y-leon/provincias/palencia/organizadores-concierto-paz-gaza-denuncian-junta-castilla-leon-les-obliga-suspenderlo_1_10878042.html
01/30/2024; ;-1;2.76;La Junta de Castilla y León dará el jueves el primer paso para la Unidad Satélite de Radioterapia en Palencia;https://www.eldiario.es/castilla-y-leon/provincias/palencia/junta-castilla-leon-dara-jueves-primer-paso-unidad-satelite-radioterapia-palencia_1_10878984.html
01/31/2024;feminism;4;1.00;Detenida una empleada de una residencia de mayores de Ávila por estafar 15.000 euros a dos sacerdotes jubilados ;https://elpais.com/espana/2024-01-31/detenida-una-empleada-de-una-residencia-de-mayores-por-estafar-15000-euros-a-dos-sacerdotes-jubilados.html
01/31/2024; ;-1;4.43;La Junta de Castilla y León ofrece que el Serla use alguno de sus espacios si la suministradora corta la luz por impagos;https://www.eldiario.es/castilla-y-leon/politica/junta-castilla-leon-ofrece-serla-use-espacios-si-suministradora-corta-luz-impagos_1_10883104.html
02/01/2024;politics;3;1.06;"Fernández (Unidas Podemos) cree que el fallo sobre Navacerrada demuestra la ""incompetencia"" de la Junta";https://www.eldiario.es/politica/fernandez-unidas-cree-fallo-navacerrada-demuestra-incompetencia-junta_1_10886789.html
02/01/2024; ;-1;1.42;Castilla y León estudiará un posible recurso a la sentencia sobre Navacerrada del Tribunal Superior de Justicia;https://www.eldiario.es/castilla-y-leon/politica/castilla-leon-estudiara-posible-recurso-sentencia-navacerrada-tribunal-superior-justicia_1_10886289.html
02/01/2024;culture;1;1.43;El techo de gasto en Castilla y León rozará los 13.000 millones, con un aumento del 4,2%;https://www.eldiario.es/castilla-y-leon/economia/techo-gasto-castilla-leon-rozara-13-000-millones-aumento-4-2_1_10886375.html
02/01/2024; ;-1;1.79;La Justicia ordena a Castilla y León que active el desmantelamiento de la estación de esquí de Navacerrada;https://www.eldiario.es/sociedad/justicia-ordena-castilla-leon-active-desmantelamiento-estacion-esqui-navacerrada_1_10885190.html
02/01/2024; ;-1;1.79;La justicia ordena a Castilla y León iniciar el desmantelamiento de la estación de esquí de Navacerrada;https://elpais.com/clima-y-medio-ambiente/2024-02-01/la-justicia-ordena-a-castilla-y-leon-iniciar-el-desmantelamiento-de-la-estacion-de-esqui-de-navacerrada.html
02/01/2024; ;-1;2.23;El campo se manifiesta con tractoradas en las carreteras de Zamora : “Hay que defender lo nuestro”;https://elpais.com/economia/2024-02-01/el-campo-se-manifiesta-con-tractoradas-en-las-carreteras-de-zamora-hay-que-defender-lo-nuestro.html
02/02/2024;politics;3;0.87;"Tudanca cree que el PP de CyL ""se ha vuelto antisistema"" tras no compartir la sentencia de Navacerrada";https://www.eldiario.es/politica/tudanca-cree-pp-cyl-vuelto-antisistema-no-compartir-sentencia-navacerrada_1_10890350.html
02/02/2024;poor;6;0.90;Castilla y León arranca el 2024 con 3.461 parados más y 10.692 cotizantes menos, que bajan del millón;https://www.eldiario.es/castilla-y-leon/economia/castilla-leon-arranca-2024-3-461-parados-10-692-cotizantes-bajan-millon_1_10888700.html
02/02/2024;feminism;4;0.95;"El delegado del Gobierno en Castilla y León asegura que hay ""radicales"" y gente vinculada a Vox que alientan las tractoradas";https://www.eldiario.es/castilla-y-leon/sociedad/columnas-tractores-dirigen-salamanca-capital-protesta-no-autorizada_1_10888759.html
02/02/2024;feminism;4;0.96;La Universidad de Salamanca recibe el legado personal de Carmen Martín Gaite;https://www.eldiario.es/castilla-y-leon/provincias/salamanca/universidad-salamanca-recibe-legado-personal-carmen-martin-gaite_1_10890613.html
02/02/2024;feminism;4;1.02;"119 asociaciones se suman a las protestas contra las políticas de PP y Vox en Castilla y León: ""No deben pasar y no pasarán""";https://www.eldiario.es/castilla-y-leon/politica/119-asociaciones-suman-protestas-politicas-pp-vox-castilla-leon-no-deben-pasar-no-pasaran_1_10889431.html
02/02/2024;culture;1;1.40;Castilla y León recurrirá el desmantelamiento de la estación de esquí de Navacerrada;https://www.eldiario.es/politica/castilla-leon-recurrira-desmantelamiento-estacion-esqui-navacerrada_1_10889410.html
02/02/2024; ;-1;2.02;La Junta de Castilla y León irá al Supremo para intentar mantener abiertas las pistas de esquí de Navacerrada;https://www.eldiario.es/castilla-y-leon/politica/junta-castilla-leon-recurrira-supremo-sentencia-obliga-cerrar-pistas-esqui-navacerrada_1_10889330.html
02/02/2024; ;-1;2.39;Osakidetza estudia ampliar los servicios a ciudadanos de Burgos (incluido Treviño): cirugía cardiaca y torácica y más poblaciones;https://www.eldiario.es/euskadi/osakidetza-estudia-ampliar-servicios-ciudadanos-burgos-incluido-trevino-cirugia-cardiaca-toracica-poblaciones_1_10890706.html
02/02/2024; ;-1;2.60;Las protestas de los agricultores se intensifican en Castilla y León: “Se organizan a través de grupos de WhatsApp” ;https://elpais.com/economia/2024-02-02/las-protestas-de-los-agricultores-se-intensifican-en-castilla-y-leon-se-organizan-a-traves-de-grupos-de-whatsapp.html
02/03/2024;feminism;4;1.17;Seis siglos de vítores de Salamanca, que ovacionan desde Unamuno a los actuales héroes de la calle ;https://elpais.com/espana/2024-02-03/seis-siglos-de-vitores-de-salamanca-que-ovacionan-desde-unamuno-a-los-actuales-heroes-de-la-calle.html
02/05/2024;politics;3;0.85;El PSOE pide a las Cortes de Castilla y León un informe sobre posibles incompatibilidades de Raúl de la Hoz (PP);https://www.eldiario.es/castilla-y-leon/politica/psoe-pide-cortes-castilla-leon-informe-posibles-incompatibilidades-raul-hoz-pp_1_10895771.html
02/05/2024;feminism;4;1.09;"Mañueco renuncia a ""bajar el listón"" en Educación porque sería ""resignarse"" y llevaría al ""empobrecimiento educativo""";https://www.eldiario.es/politica/manueco-renuncia-bajar-liston-educacion-seria-resignarse-llevaria-empobrecimiento-educativo_1_10895516.html
02/05/2024;feminism;4;1.10;Varios ayuntamientos de Castilla y León y la Diputación de Zamora respaldan las movilizaciones de los agricultores;https://www.eldiario.es/castilla-y-leon/sociedad/ayuntamientos-castilla-leon-diputacion-zamora-respaldan-movilizaciones-agricultores_1_10897704.html
02/05/2024;culture;1;1.44;La Junta de Castilla y León amplía la fiesta del 23 de abril más allá de Villalar y monta actividades en todas las provincias;https://www.eldiario.es/castilla-y-leon/politica/junta-castilla-leon-amplia-fiesta-23-abril-villalar-monta-actividades-provincias_1_10896907.html
02/05/2024;culture;1;1.47;El anochecer de Equinoccio, el centro comercial fantasma de Valladolid;https://elpais.com/espana/2024-02-05/el-anochecer-de-equinoccio-el-centro-comercial-fantasma-de-valladolid.html
02/06/2024;feminism;4;0.45;Detenido el diputado del PSOE en Castilla y León Ángel Hernández por un presunto delito de violencia de género;https://www.eldiario.es/castilla-y-leon/politica/procurador-psoe-castilla-leon-angel-hernandez-detenido-presunto-delito-violencia-genero_1_10899114.html
02/06/2024;feminism;4;0.63;El PP ironiza con la violencia machista y la amnistía tras la detención de un diputado socialista de Castilla y León;https://www.eldiario.es/castilla-y-leon/politica/pp-ironiza-violencia-machista-amnistia-detencion-diputado-socialista-castilla-leon_1_10901199.html
02/06/2024;poor;6;0.72;"Yolanda Díaz abordará con UGT y CCOO el ""colapso"" del Servicio de Relaciones Laborales de Castilla y León";https://www.eldiario.es/castilla-y-leon/politica/yolanda-diaz-abordara-ugt-ccoo-colapso-servicio-relaciones-laborales-castilla-leon_1_10900038.html
02/06/2024;feminism;4;0.76;En libertad provisional con cargos el dirigente del PSOE de Castilla y León detenido por violencia de género;https://elpais.com/espana/2024-02-06/detenido-un-dirigente-del-psoe-de-castilla-y-leon-por-violencia-genero.html
02/06/2024;feminism;4;0.76;PP y Vox rechazan con argumentos diferentes medidas del PSOE sobre aborto y sexualidad en Castilla y León;https://www.eldiario.es/castilla-y-leon/politica/pp-vox-rechazan-argumentos-diferentes-medidas-psoe-aborto-sexualidad-castilla-leon_1_10901656.html
02/06/2024;environment;8;0.83;Un incendio en el límite de Burgos con Cantabria quema más de 200 hectáreas de alta montaña;https://elpais.com/espana/2024-02-06/un-incendio-en-el-limite-de-burgos-con-cantabria-quema-mas-de-200-hectareas-en-alta-montana.html
02/06/2024;politics;3;0.91;El PSCyL exigirá a Hernández que dimita de todos sus cargos tras haberle suspendido de militancia de forma cautelar;https://www.eldiario.es/politica/pscyl-exigira-hernandez-dimita-cargos-haberle-suspendido-militancia-forma-cautelar_1_10899968.html
02/06/2024;feminism;4;0.92;Detenido un dirigente del PSOE de Castilla y León tras golpear la puerta de la vivienda de su pareja;https://www.eldiario.es/sociedad/detenido-dirigente-psoe-castilla-leon-golpear-puerta-vivienda-pareja_1_10900934.html
02/06/2024;politics;3;1.01;"Mañueco a Pablo Fernández (Unidas Podemos): ""Es usted el número tres de un partido en el que sólo quedan tres""";https://www.eldiario.es/politica/manueco-pablo-fernandez-unidas-numero-tres-partido-quedan-tres_1_10900683.html
02/06/2024;feminism;4;1.07;La DGT informa de que las protestas agrarias mantienen cortadas vías principales de siete provincias de Castilla y León;https://www.eldiario.es/castilla-y-leon/dgt-informa-protestas-agrarias-mantienen-cortadas-vias-principales-siete-provincias-castilla-leon_1_10901483.html
02/06/2024; ;-1;1.16;El Pleno de las Cortes de Castilla y León, salpicado de reproches por la detención de un procurador socialista;https://www.eldiario.es/castilla-y-leon/politica/pleno-cortes-castilla-leon-salpicado-reproches-detencion-procurador-socialista_1_10900611.html
02/06/2024; ;-1;1.25;Cerca de 7.000 tractores en las protestas de los agricultores en Castilla y León;https://www.eldiario.es/castilla-y-leon/el_campo/hombre-detenido-agredir-policia-durante-protestas-agrarias-valladolid_1_10898605.html
02/06/2024; ;-1;1.51;Los tractores llegan a las Cortes de Castilla y León y complican más la circulación en la zona oeste de Valladolid;https://www.eldiario.es/castilla-y-leon/tractores-llegan-cortes-castilla-leon-complican-circulacion-zona-oeste-valladolid_1_10900771.html
02/06/2024; ;-1;1.78;"PSOE, Podemos e IU llaman a manifestarse el sábado para pedir ""respeto"" al considerar a la Junta de Castilla y León un ""peligro""";https://www.eldiario.es/castilla-y-leon/politica/psoe-e-iu-llaman-manifestarse-sabado-pedir-respeto-considerar-junta-castilla-leon-peligro_1_10899665.html
02/06/2024; ;-1;3.00;La protesta de los agricultores se desborda con el bloqueo de centros logísticos y el puerto de Málaga;https://elpais.com/economia/2024-02-06/los-agricultores-sacan-los-tractores-y-provocan-retenciones-en-varias-provincias-con-cortes-de-carreteras.html
02/07/2024;feminism;4;0.60;Dimite de todos sus cargos el diputado del PSOE en las Cortes de Castilla y León detenido por violencia de género;https://www.eldiario.es/castilla-y-leon/politica/dimite-cargos-diputado-psoe-cortes-castilla-leon-acusado-violencia-genero_1_10903724.html
02/07/2024;poor;6;0.78;Díaz anima a los castellanoleoneses a manifestarse contra el desmantelamiento de su servicio de mediación laboral;https://elpais.com/economia/2024-02-07/diaz-anima-a-los-castellanoleoneses-a-manifestarse-contra-el-desmantelamiento-de-su-servicio-de-mediacion-laboral.html
02/07/2024;feminism;4;0.78;El diputado del PSOE en el Parlamento de CyL dimite de todos sus cargos tras la detención por amenazar a su pareja;https://www.eldiario.es/politica/diputado-psoe-parlamento-cyl-dimite-cargos-detencion-amenazar-pareja_1_10903782.html
02/07/2024;feminism;4;0.88;"Díaz llama a manifestarse el sábado en Valladolid contra el ""colapso"" del SERLA de Castilla y León dirigido por la Junta";https://www.eldiario.es/politica/diaz-llama-manifestarse-sabado-valladolid-colapso-serla-castilla-leon-dirigido-junta_1_10903735.html
02/07/2024;feminism;4;0.88;Yolanda Díaz acusa a Feijóo y a Mañueco de incumplir la ley al asfixiar al Serla en Castilla y León;https://www.eldiario.es/castilla-y-leon/politica/yolanda-diaz-acusa-feijoo-manueco-incumplir-ley-asfixiar-serla-castilla-leon_1_10904263.html
02/07/2024;feminism;4;0.88;El parlamentario socialista detenido por violencia de género dimite “para evitar hacer daño” al partido;https://elpais.com/espana/2024-02-07/el-parlamentario-socialista-detenido-por-violencia-de-genero-dimite-para-evitar-hacer-dano-al-partido.html
02/07/2024;feminism;4;0.96;Protestas de los agricultores del 7 de febrero de 2024 | Las fuerzas de seguridad detienen a 12 personas en la segunda jornada de manifestaciones;https://elpais.com/economia/2024-02-07/la-protesta-de-los-agricultores-de-espana-en-directo-ultimas-noticias.html
02/07/2024;politics;3;1.05;"Aprobado el techo de gasto en Castilla y León sin respaldo de la oposición por ""exceso de prudencia y falta de ambición""";https://www.eldiario.es/castilla-y-leon/politica/aprobado-techo-gasto-castilla-leon-respaldo-oposicion-exceso-prudencia-falta-ambicion_1_10903974.html
02/07/2024; ;-1;1.09;Archivan la causa contra dos directores de la Junta de Castilla y León por la muerte de una osa en una cacería en Palencia;https://www.eldiario.es/castilla-y-leon/tribunales/archivan-causa-directores-junta-muerte-osa-caceria_1_10902788.html
02/07/2024;feminism;4;1.11;"PP y Vox aprueban la Ley desarrollo ""digno"" de personas con discapacidad en Castilla y León";https://www.eldiario.es/castilla-y-leon/politica/pp-vox-aprueban-ley-desarrollo-digno-personas-discapacidad-castilla-leon_1_10904177.html
02/07/2024; ;-1;1.50;PP y Vox rechazan la iniciativa del PSOE para pagar lo que se adeuda a centros educativos de Castilla y León;https://www.eldiario.es/castilla-y-leon/politica/pp-vox-rechazan-iniciativa-psoe-pagar-adeuda-centros-educativos-castilla-leon_1_10903205.html
02/07/2024; ;-1;1.56;Castilla y León declara la alerta por vientos fuertes y lluvias en todas las provincias;https://www.eldiario.es/castilla-y-leon/sociedad/castilla-leon-declara-alerta-vientos-fuertes-lluvias-provincias_1_10905124.html
